13,Apio Verde, Apio verde is 2013 Chilean thriller film written and directed by Francesc Morales starring Catherine Mazoyer Cristian Gajardo Catalina Aguayo Sonia Mena Teresita Reyes Alejandro Trejo Gregory Cohen Jenny Cavallo Carolina Paulsen among others. The film focuses on how a normal woman is turned into a psychotic as she's told the child she's expecting has anencephaly a disease that won't allow him to live once he's born.
6,HMS Mermaid (1749), HMS Mermaid was a 24-gun sixth-rate post ship of the Royal Navy built in 1748-49 which served in the Seven Years' War.
14,Russian Amerika, Russian Amerika is an alternate history novel written by Stoney Compton. It is set in a world where Alaska is still owned by Russia.
14,Water Research, Water Research is a journal of the International Water Association and publishes research on the science and technology of water quality and its management.
11,Nectandra angusta, Nectandra angusta is a species of plant in the Lauraceae family. It is endemic to Bolivia.
12,Bad Company (album), Bad Company is the eponymous debut studio album by hard rock band Bad Company.The album was recorded at Headley Grange with Ronnie Lane's Mobile Studio in November 1973.The album reached the top of the Billboard 200 charts. Since then the album was certified five times platinum by the RIAA and became the 46th best selling album of the 1970s. The album spent 25 weeks in the UK Albums Chart entering at No. 10 and reaching its highest position of No. 3 in the second week.
13,Una Lettera dall'Africa, Una Lettera dall'Africa is a 1951 Italian documentary film.
6,HMS Medway (1755), HMS Medway was a 60-gun fourth rate ship of the line of the Royal Navy built at Deptford Dockyard to the draught specified by the 1745 Establishment and launched on 14 February 1755.In 1787 Medway was converted to serve as a receiving ship and remained in this role until 1811 when she was broken up.
11,Adonis aestivalis, Adonis aestivalis (Summer pheasant's-eye) is a medicinal and ornamental plant. It is native to Europe but has been introduced elsewhere such as the western and eastern parts of the United States.
10,Balaenotus, Balaenotus is an extinct genus of cetacean from the Pliocene of Belgium.
6,California Western 45, California Western #45 is an operating 2-8-2 steam locomotive at the California Western Railroad. The locomotive was built by Baldwin Locomotive Works for a lumber company in 1924 and instead of being retired in 1964 was sold to the California Western Railroad for tourist excursion service.45 along with running mate #46 for many years ran the line's summer tourist train the Super Skunk between Fort Bragg and Willits.
10,Ditylenchus africanus, Ditylenchus africanus (Peanut pod nematode) is a plant pathogenic nematode.
4,Maximilian Hofmann, Maximilian Hofmann (born 7 August 1993) is an Austrian footballer who currently plays for Rapid Wien.Hofmann began his youth career with local side SV Wienerberg before joining Rapid Wien in 2003. He advanced through the club's youth system and made his debut for the second team in a 5-0 win against SC Ritzing in Regional League East on 7 October 2011.
2,St. Margaret's Primary School, St. Margaret's Primary School (abbreviation: SMPS) is a government-aided girls' primary school in Singapore. It is the oldest girls' school in Singapore and East Asia founded in 1842.
6,FS-255 (U.S. Army ship), U.S. Army FS-255 was one of the U.S. Coast Guard manned U.S. Army Freight and Supply (FS) ships of World War II.
14,The Hidden Harbor Mystery, The Hidden Harbor Mystery is Volume 14 in the original The Hardy Boys Mystery Stories published by Grosset & Dunlap.This book was written for the Stratemeyer Syndicate in 1935 purportedly by Leslie McFarlane; however the writing style is noticeably different from other books in the series known to have been written by McFarlane. Between 1959 and 1973 the first 38 volumes of this series were systematically revised as part of a project directed by Harriet Adams Edward Stratemeyer's daughter.
14,The Legend of the Condor Heroes, The Legend of Condor Heroes is a wuxia novel by Jin Yong (Louis Cha). It is the first part of the Condor Trilogy and is followed by The Return of the Condor Heroes and The Heaven Sword and Dragon Saber. It was first serialised between 1 January 1957 and 19 May 1959 in the Hong Kong Commercial Daily. Jin Yong revised the novel twice first in the 1970s and later in the 2000s.
10,Alpheias baccalis, Alpheias baccalis is a species of snout moths in the genus Alpheias. It was described by Ragonot in 1890 and is known from Sonora Mexico.
8,Mendeleev (crater), Mendeleev is a large lunar impact crater that is located on the far side of the Moon as seen from the Earth. The southern rim of this walled plain just crosses the lunar equator. Intruding into the eastern rim of Mendeleev is the crater Schuster. Nearly on the opposite side the smaller Hartmann intrudes into west-southwestern rim.The nearly level interior of Mendeleev contains a number of smaller crater formations which have been given names.
11,Jatropha dioica, Jatropha dioica is a species of flowering plant in the spurge family Euphorbiaceae that is native to Texas in the United States as well as Mexico as far south as Oaxaca. Common names include Leatherstem and Sangre de Drago. The specific name refers to the dioecious nature of the plants.
10,Crotalus durissus vegrandis, Common names: Uracoan rattlesnake.Crotalus durissus vegrandis is a venomous pitviper subspecies found only in Venezuela in South America.
5,Duncan Baird, Duncan Baird (born 1979) is a Republican member of the Arkansas House of Representatives from District 96 a position which he has held since 2009. He is employed as a securities trader in Lowell in populous Benton County in northwestern Arkansas.
12,The Singles (Mike Oldfield EP), The Singles is a six themed EP by Mike Oldfield. It was only released as a 12 vinyl in Japan in 1981.
7,Mubende Hospital, Mubende Regional Referral Hospital commonly known as Mubende Hospital is a hospital in the town of Mubende in Central Uganda. It is the referral hospital for the districts of Mubende Mityana Kiboga and parts of Mpigi District.
12,Weapons of Our Warfare, Weapons of Our Warfare is the second album by Christian speed/thrash metal band Deliverance and is considered by many to be the band's magnum opus. The album was originally released in 1990 on Intense Records and printings from that release are very rare and considered collector's items. The album was re-issued in 1998 as a two-disc set along with Deliverance on KMG Records.
12,Sunshine & Whiskey, Sunshine & Whiskey is the second album by American country music artist Frankie Ballard. It was released on February 11 2014 via Warner Bros. Records. The album includes Ballard's debut single Tell Me You Get Lonely and his top 10 single Helluva Life.
6,MV Sand Star, Sand Star was a 489 GRT dredger that was built in 1943 as the coaster Empire Dyke Clelands (Successors) Ltd Wallsend Northumberland United Kingdom for the Ministry of War Transport (MoWT). She was transferred to the Netherlands in 1943 and renamed Prinses Margriet. In 1954 she was sold to the United Kingdom and renamed Sand Star. She served until 1966 when she sank following a collision.
4,Dave Allan (racing driver), David Allan (1 April 1965 - 3 July 2012) was a British auto racing driver and Honda test driver. He started his racing career in the National Saloon Car Championship with Synchro Motorsport which he was a key member of driving a Honda Civic finishing 14th with 16 points.
13,Standard Operating Procedure (film), Standard Operating Procedure is a 2008 documentary film which explores the meaning of the photographs taken by U.S. military police at the Abu Ghraib prison in late 2003 the content of which revealed the torture and abuse of its prisoners by U.S. soldiers and subsequently resulted in a public scandal.
11,Uncaria gambir, Uncaria gambir sarawak the gambier or gambir is a species in the genus Uncaria found in Sarawak.Gambier is used in Sarawak for chewing with areca and betel for tanning and for dyeing. It contains flavan-3-ols (catechins) which are known to have medicinal properties and are components of Chinese herbal remedies and certain modern medicines.
4,Danny Nutley, Danny Nutley (born 4 February 1974 in Brisbane Queensland) is an Australian former rugby league footballer of the 1990s and 2000s. A Queensland State of Origin representative prop forward he played his club football with the South Queensland Crushers Cronulla-Sutherland Sharks and Sydney Roosters in Australia and with the Warrington Wolves and Castleford Tigers in England.Nutley was named the Redcliffe Dolphins player of the year in 1996 before joining the South Queensland Crushers in 1997.
14,The Citizen (South Sudan), The Citizen is a newspaper based in Juba the national capital of South Sudan and the state capital of Central Equatoria.The newspaper was first founded during the second period of autonomy for what was then known as Southern Sudan the ten states in the deep south of the Republic of the Sudan in 2006. It became South Sudan's largest newspaper when the country formally declared independence on 9 July 2011.
4,Ross Wallace, Ross Wallace (born 23 May 1985) is a Scottish footballer who plays for Burnley as a winger.
12,Progress and Perfection, Progress and Perfection is a promo album by Swiss electronic duo Yello released on 21 September 2007. It was not released on a label and was distributed by Audi officials on special events. The record was limited to 350 copies. Only the first two tracks have vocals; the others are instrumentals.
14,Probability Surveys, Probability Surveys is an open-access electronic journal that is jointly sponsored by the Bernoulli Society and the Institute of Mathematical Statistics. It publishes review articles on topics of interest in probability theory.
7,Isaac Applewhite House, Isaac Applewhite House is a historic house on Church Street in Chappell Hill Texas.It was built in 1852 and added to the National Register of Historic Places in 1985.
6,USS Mercy (AH-8), The second USS Mercy (AH-8) was a Comfort-class hospital ship laid down under Maritime Commission contract by Consolidated Steel Corporation at the Wilmington Yard Wilmington California on 4 February 1943. She was acquired by the US Navy from the Maritime Commission on 25 March 1943 and launched the same day sponsored by Lieutenant (junior grade) Doris M. Yetter NC USN who had been a prisoner of war on Guam in 1941.
6,USS LCI(L)-1092, USS LCI(L)-1092 was an LCI(L)-351-class large landing craft built for the United States Navy in World War II. Like most ships of her class she was not named and known only by her designation.
8,River Mole Devon, The River Mole a tributary of the River Taw in Devon which rises on the southwestern border of Exmoor. The river takes its name from the market towns of North and South Molton. The river was previously known as the Nymet.
5,Emmet Hayes, Robert Emmet Hayes (born February 11 1951 in Brockton Massachusetts) is an American lobbyist and politician who represented the 7th Plymouth District in the Massachusetts House of Representatives from 1983 to 1991.In the late 1980s Hayes sponsored legislation to help Massachusetts cities and towns meet the requirements of the federal Clean Water Act.
12,Scream (Markus Schulz album), Scream is the fourth album by German trance producer & DJ Markus Schulz released on August 31 2012 by Armada Music. Scream represents a change in Markus Schulz's production style from deeper trance tracks produced since Do You Dream? to more club orientated trance tracks which are widely featured throughout the entirety of Scream.
4,Cillian Buckley, Cillian Buckley (born 14 July 1992) is an Irish hurler who currently plays as a midfielder for the Kilkenny senior team.Buckley made his first appearance for the team during the 2012 National League and was subsequently included in Kilkenny's championship team. Since then he has won one All-Ireland winners' medal and one National Hurling League winners' medal.At club level Buckley is a one-time county intermediate championship with Dicksboro.
11,Epidendrum cylindrostachys, Epidendrum cylindrostachys is an epiphytic orchid native to the mountainous rainforest of Colombia and Peru at altitudes near 2.5 km. According to the World Checklist this binomial has no synonyms or homonyms.
14,Beach Music (novel), Beach Music is Pat Conroy's novel of Jack McCall a South Carolina native who flees the South with his daughter Leah after his wife commits suicide. This novel explores the Vietnam War-era the Holocaust and coming of age in the twentieth century. It was published in 1995.
13,The Wisdom of Crocodiles, The Wisdom of Crocodiles (also released as Immortality) is a 1998 romantic thriller by Po-Chih Leong starring Jude Law. It is based on the book of the same name by Paul Hoffman.
12,Motown Remixed, Motown Remixed is a 2005 compilation album containing remixed versions of Motown hits released on May 24 2005 by Motown/Universal Records.Several hip hop and dance producers including: Z-Trip DJ Jazzy Jeff The Randy Watson Experience Salaam Remi Groove Boutique (aka DJ Rafe Gomez and David Baron) and Easy Mo Bee took hit records by The Jackson 5 The Temptations The Supremes and others and re-imagined them in new styles.
8,Wendover Arm Canal, The Wendover Arm Canal is part of the Grand Union Canal in England and forms part of the British canal system. It originally linked the Grand Union Canal at Bulbourne near Star Top End in Hertfordshire to the town of Wendover in Buckinghamshire. The canal is 6.7 miles (11 km) miles long but has not been navigable since 1897.
12,The Source Presents: Hip Hop Hits Vol. 3, The Source Presents: Hip Hop Hits Volume 3 is the third annual music compilation album to be contributed by The Source magazine. Released November 30 1999 and distributed by Def Jam Recordings Hip Hop Hits Volume 3 features seventeen hip hop and rap hits.
11,Thespesia mossambicensis, Thespesia mossambicensis is a species of flowering plant in the mallow family Malvaceae that is endemic to Mozambique.
10,Colias caucasica, The Balkan Clouded Yellow (Colias caucasica) is a butterfly in the Pieridae family. It is found in W. Caucasus and N.E. Turkey
6,HMS Glory (R62), HMS Glory (R62) was a Colossus-class aircraft carrier of the Royal Navy laid down on 27 August 1942 by Harland and Wolff at Belfast. She was launched on 27 November 1943 by Lady Cynthia Brookes wife of the Prime Minister of Northern Ireland. The ship was commissioned on 2 April 1945 and left for the Pacific with an air wing of Barracudas (837 Naval Air Squadron) and Corsairs (1831 Naval Air Squadron).
14,Other Voices (journal), Other Voices is a peer-reviewed open-access academic journal of cultural criticism and cultural studies founded in 1996 at the University of Pennsylvania. Other Voices publishes interdisciplinary essays interviews roundtable discussions lecture transcriptions audio and video lectures multimedia projects translations and reviews in the arts and humanities. It covers developments in literature arts and culture through various historical critical and theoretical methods.
10,Mad Hatter (horse), Mad Hatter (foaled 1916 in Kentucky) was an American-bred Thoroughbred racehorse who was named U.S. Champion Older Male Horse in 1921.
7,Scott County Home, The Scott County Home one mile south of Scottsburg Indiana was built in 1872 to replace the previous County Home located in Lexington Indiana. Also known as the Poor Farm the County Home was originally a frame house but was replaced with the current brick structure in 1892. The County Home was used to house the poor indigent and physically and mentally handicapped. In 1973 the Home was no longer in use though various agencies maintained offices there.
10,Eatonina pumila, Eatonina pumila is a species of minute sea snail a marine gastropod mollusk in the family Cingulopsidae.
10,Rusty-vented Canastero, The Rusty-vented Canastero (Asthenes dorbignyi) also known as the Creamy-breasted Canastero is a species of bird in the Furnariidae family. It is found in South America.
13,Here Come the Munsters, Here Come the Munsters is a television film that aired on Fox October 31 1995. It starred Edward Herrmann Christine Taylor and Veronica Hamel. It included cameos from original Munsters surviving cast members Yvonne De Carlo Al Lewis Butch Patrick and Pat Priest. The film told the story of the Munster family's arrival in America from Transylvania.While the movie did in some parts capture the feel of the original series it departs from the established Munsters canon.
13,Guilty Pleasures (2009 film), Guilty Pleasures is a 2009 Nigerian drama film directed by Desmond Elliot & Daniel Ademinokan and starring Ramsey Noah Majid Michel & Nse Ikpe Etim. It got a Best Screenplay nomination at the 6th Africa Movie Academy Awards.
13,Un aller simple (2001 film), Un aller simple (One-way ticket) is a French film directed by Laurent Heynemann adapted from the novel of the same name by Didier Van Cauwelaert which had won the Prix Goncourt in 1994.
2,Forest Hills Northern High School, Forest Hills Northern High School is one of the three high schools in the Forest Hills Public Schools in Grand Rapids Michigan. The district's two other high schools include Forest Hills Central High School and Forest Hills Eastern High School.
10,Lamproptera meges, The Green Dragontail (Lamproptera meges) is a species of swallowtail (Papilionidae family) found in parts of South Asia and Southeast Asia. There are ten subspecies. A specimen from Java is the type species of the genus.
11,Elleanthus, Elleanthus is a genus of flowering plants from the orchid family Orchidaceae.List of species in genus Elleanthus E. amethystinoides Garay E. amethystinus (Rchb.f. & Warsz.) Rchb.f. E. ampliflorus Schltr. E. aristatus Garay E. arpophyllostachys (Rchb.f.) Rchb.f. E. asplundii Garay E. aurantiacus (Lindl.) Rchb. f. E. aureus (Poepp. & Endl.) Rchb. f. E. auriculatus Garay E. bifarius Garay E. blatteus Garay E. bogotensis Schltr. E. bonplandii (Rchb. f.) Rchb. f. E. bradeorum Schltr.
2,Oldham Hulme Grammar School, Oldham Hulme Grammar School formerly Hulme Grammar School is an independent grammar school in Oldham Greater Manchester England.
8,Vladimir River, The Vladimir River is a tributary of the Gilort River in Romania.
13,The Sheriff's Baby, The Sheriff's Baby is a 1913 silent Western film directed by D. W. Griffith.
6,VR Class Hv1, The Finnish Hv1 class (original classification 'H8') was a 4-6-0 express passenger train locomotive. 42 were built between 1915 - 1921. They were numbered 545-578 and 648-655.Because of the increasing train weights around 1910 there was a need for a more powerful passenger train locomotive and Finnish Railways ordered a new design from Tampella and Lokomo.
11,Navia navicularis, Navia navicularis is a species of the genus Navia. This species is endemic to Venezuela.
7,Tavares (restaurant), The Tavares restaurant in Lisbon Portugal continuously open since 1784 in the same location (though not the same building) claims to be the second oldest in the Iberian Peninsula.
2,National University (Philippines), National University (NU) is a university in Manila Philippines. Founded on August 1 1900 by Don Mariano Fortunato Jhocson National University was hailed as the first private nonsectarian school in the Philippines. It was established to serve the country by providing education for deserving Filipino students.
7,Nathaniel Page House, The Nathaniel Page House is an historic colonial First Period house at 89 Page Road in Bedford Massachusetts. Originally thought to date from 1687 an investigation conducted by the This Old House television program placed the actual date of construction at about 1720.The house was listed on the National Register of Historic Places in 1978.
14,Kai Lung's Golden Hours, Kai Lung's Golden Hours is a fantasy novel by Ernest Bramah. It was first published in hardcover in London by Grant Richards Ltd. in October 1922 and there have been numerous editions since. The first edition included a preface by Hilaire Belloc which has also been a feature of every edition since. Its importance in the history of fantasy literature was recognized by its reissuing by Ballantine Books as the forty-fifth volume of the celebrated Ballantine Adult Fantasy series in April 1972.
13,L'onorevole con l'amante sotto il letto, L'onorevole con l'amante sotto il letto is a 1981 commedia sexy all'italiana directed by Mariano Laurenti.
14,Baddeck And That Sort of Thing, Baddeck And That Sort of Thing is a travel journal written by Charles Dudley Warner the American author who co-wrote The Gilded Age: A Tale of Today with Mark Twain.In 1873 Joseph Twichell invited Warner to accompany him on a trip to Baddeck Nova Scotia. Warner subsequently wrote an account of this trip which became 'Baddeck And That Sort of Thing'.
11,Arctostaphylos montaraensis, Arctostaphylos montaraensis is a species of manzanita known by the common name Montara manzanita. It is endemic to northern San Mateo County California where it is known from a few occurrences on San Bruno Mountain and Montara Mountain.
5,R.J. Harwood, Richard J. 'R.J.' Harwood (born October 4 1947 in St. Maries Idaho) is a Republican Idaho State Representative since 2002 representing District 2 in the B seat. Harwood served consecutively in the Idaho House of Representatives in 2001 and 2002 when the seat was in District 7. Harwood announced February 23 2012 that he would not be seeking re-election.
11,Manglietia sinica, Manglietia sinica is a species of plant in the Magnoliaceae family. It is endemic to China. It is threatened by habitat loss.
10,Holospira, Holospira is a genus of air-breathing land snails terrestrial pulmonate gastropod molluscs in the family Urocoptidae.Holospira is the type genus of the subfamily 'Holospirinae Pilsbry 1946'.
13,Nazis at the Center of the Earth, Nazis at the Center of the Earth is a direct-to-video sci-fi film produced by The Asylum that stars Dominique Swain and Jake Busey. It was released on 24 April 2012 on Blu-ray Disc and DVD. The UK release was called Bloodstorm. The story shares similarities with the film Iron Sky.
5,Faruk Umar Faruk, Alhaji Faruk Umar Faruk or Umar Faruk Umar (born 1931) is the 60th Emir or traditional ruler of the Daura Emirate. The Emirate is based on the town of Daura in Katsina State northern Nigeria.
11,Antigonon leptopus, Antigonon leptopus commonly known as Mexican Creeper coral vine or San Miguelito Vine is a species of flowering plant in the buckwheat family Polygonaceae it is a perrenial that is native to Mexico. It is a vine with pink or white flowers(Antigonon leptopus 'alba' ).
6,USS Caspian (ID-1380), USS Caspian (ID-1380) was the proposed name and hull classification for a tug that never actually served in the United States Navy.SS Caspian was a steel-hulled commercial tug built in 1912 by John Dialogue and Son at Camden New Jersey. In early March 1918 the Commandant of the US Navy's 4th Naval District ordered that she be taken over for World War I service. The Navy assigned her the hull classification ID-1380 in anticipation of commissioning her as USS Caspian.
9,Walthill Nebraska, Walthill is a village in Thurston County Nebraska United States within the Omaha Reservation. The population was 780 at the 2010 census.
13,Beyond Reason (1977 film), Beyond Reason is a 1977 independent film directed starring and written by Telly Savalas. Originally titled Mati after the title character Dr. Nicholas Mati the film focused on a psychiatrist who struggles with his grip on reality. Diana Muldaur also starred in the film as Elaine Mati the doctor's concerned wife.
11,Buddleja davidii 'Florence', Buddleja davidii 'Florence' is a variegated cultivar introduced and registered by the Stone Green Nursery Bethersden Ashford UK.[1]
10,Zelotes, Zelotes is a genus of gnaphosid spiders with nearly 400 described species. The genus is distributed worldwide.
10,Anycles brinkleyi, Anycles brinkleyi is a moth of the Arctiidae family. It was described by Rothschild in 1912. It was described from the Canca Valley.
11,Lambia, In taxonomy Lambia is a genus of algae specifically of the Bryopsidaceae.
13,The Love Transcendent, The Love Transcendent is a 1915 drama film featuring Harry Carey.
14,Oxford University Commonwealth Law Journal, The Oxford University Commonwealth Law Journal is a postgraduate-edited international and comparative law journal from the University of Oxford Faculty of Law covering the study of legal trends and developments within and between Commonwealth jurisdictions.
14,Adim Purkha, Adim Purkha is the Maithili translation of Oriya novel Dadi Burha written by Gopinath Mohanty and published by Sahitya Akademi. The work has been translated into Maithili by Dr. Binod Bihari Verma.
13,Golfo (1914 film), Golfo is a 1914 Greek silent film directed by Konstadinos Bahatoris. It is the first Greek feature film. It was basen on a popular Greek bucolic play written by Spyridon Peresiadis.
8,Lake Masketsi (Mékinac), The Lake Masketsi is located in the unorganized territory of Lac-Masketsi in the Mekinac Regional County Municipality in Mauricie in Quebec in Canada.
12,Back 2 the Game, Back 2 the Game is the fourth album released by rap group Do or Die. It was released on August 13 2002 for Rap-A-Lot Records/Virgin Records. This album did not fare as well as the group's previous three but peaked at #64 on the Billboard 200 and #25 on the Top R&B/Hip-Hop Albums.
10,Brissopsis bengalensis, Brissopsis bengalensis is a species of sea urchins of the Family Brissidae. Their armour is covered with spines. Brissopsis bengalensis was first scientifically described in 1914 by Koehler.
7,B'nai Israel Synagogue (Council Bluffs Iowa), B'nai Israel Synagogue is a Reconstructionist synagogue located in Council Bluffs Iowa United States. It is listed on the National Register of Historic Places by its original name Chevra B'nai Yisroel Synagogue in 2007.
13,The Telephone Game, The Telephone Game is a 2011 independent film directed by Jason P. Schumacher. It is a comedy/drama set in the mid 20th century nostalgic realm about the chaos of trying to put a play together. It also follows a developing relationship amidst the chaos between Marco the director and Zelphia the lead actress. The film was shot in high definition black and white was shot without a script. All the dialogue was improvised by the ensemble cast.
3,John McNeil (musician), John McNeil (born March 23 1948) is an American jazz trumpeter. He has performed with artists including Billy Hart Rufus Reid Horace Silver Gerry Mulligan and The Thad Jones/ Mel Lewis Orchestra.
14,British Journal of Mathematical and Statistical Psychology, The British Journal of Mathematical and Statistical Psychology is a British scientific journal founded in 1965. It covers the fields of psychology statistics and mathematical psychology. It continues the British Journal of Statistical Psychology.
11,Asplundia, Asplundia is a genus of plants belonging to the family Cyclanthaceae. They are distributed in the Neotropic ecozone from southern Mexico to southern Brazil.
12,Anatomize, Anatomize is the third album by American Progressive rock band Thanatopsis released on February 17 2006.
12,The Movie Man, The Movie Man is the debut album by Guelo Star. It was released digitally on November 6 2012.
14,The Wages of Destruction, The Wages of Destruction is an award-winning non-fiction book detailing the economic history of Nazi Germany. Written by Adam Tooze it was first published by Allen Lane in 2006.The Wages of Destruction won the Wolfson History Prize and the 2007 Longman/History Today Book of the Year Prize.
12,Soho Stories, Soho Stories is a 2001 studio album by Ian Shaw.
12,In a New Age, In a New Age was released in 1988 the first recording released by singer-songwriter Mickey Newbury since 1981's After All These Years. The album contains new versions of eight classic Newbury songs with a full version of All My Trials which is part of Newbury's An American Trilogy (which is also included on the album.)In 1988 Airborne Records planned a release in which Newbury demos were treated with synthesizers and other then-contemporary production effects.
4,Wang Jun (footballer born 1990), Wang Jun (born 12 April 1990) is a Chinese footballer who plays for Qingdao Jonoon in the China League One.
11,Fritillaria cirrhosa, Fritillaria cirrhosa is a herbaceous plant native to India Nepal Pakistan Myanmar (Burma) Bhutan Sikkim Tibet Gansu Qinghai Sichuan and Yunnan.Fritillaria cirrhosa produces bulbs up to 20 mm in diameter. Stem is up to 60 cm tall usually with one flower at the top sometimes 2 or 3. Leaves are narrowly lanceolate usually opposite sometimes whorled up to 13 cm long.
6,HMS Panther (G41), HMS Panther (G41) was a P class destroyer of the Royal Navy laid down on 5 March 1940 by the Fairfield Shipbuilding and Engineering Company (Govan Scotland) and launched on 28 May of the following year.
13,Almost Summer, Almost Summer is a 1978 motion picture directed by Martin Davidson and produced by Motown Productions for Universal Pictures. It is the only Motown theatrical feature not to center around African-American characters.
11,Paradrymonia hypocyrta, Paradrymonia hypocyrta is a species of plant in the Gesneriaceae family. It is endemic to Ecuador. Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests.
12,Pure Imagination (album), Pure Imagination is a 1998 album by jazz pianist Eric Reed released through Impulse! Records. This album contains reinterpretations (remakes) of traditional pop songs from classic Broadway and Hollywood productions such as Willy Wonka & the Chocolate Factory Porgy and Bess A Little Night Music among others. Pure Imagination has peaked at #8 on Billboard's Top Jazz Album charts.
3,Carla Baumann, Carla Baumann (born December 2 1987) is a beauty queen from Hueytown Alabama who has competed in the Miss Teen USA pageant.Baumann was crowned Miss Alabama Teen USA 2006 on September 17 2005 in Birmingham in her first attempt at a Miss Teen USA state title. The first runner-up in the competition Rebecca Moore of Birmingham would later become Miss Alabama USA 2007. Baumann's sister titleholder was Haleigh Stidham Miss Alabama USA 2006.
5,Walt Helmick, Walt D. Helmick is the commissioner of agriculture of the state of West Virginia defeating Kent Leonhardt in the 2012 election for the role. Previously he was a Democratic member of the West Virginia Senate representing the 15th District from 1990 to 2012. Earlier he was a member of the West Virginia House of Delegates from 1988 through 1989.
12,Lubov' Ogromnaya Strana, Lubov' Ogromnaya Strana (Love is a Huge Country) is a studio album by Russian rock band Vesyolye Rebyata.
4,Nazrin Nawi, Nazrin Nawi (born on February 7 1988 in Tumpat Kelantan) is a Malaysian footballer who plays for Johor Darul Takzim FC in Malaysia Super League. Nazrin plays mainly as a midfielder but can also play as an attacking midfielder and winger.
4,John Licina, John Licina (born August 6 1976) is a French footballer who plays for US Valdoie.
2,St. Bernard Unified School, The St. Bernard Unified School was the K-12 public school in St. Bernard Parish Louisiana for the 2005-2006 school year after Hurricane Katrina hit the Parish directly on August 29 2005. The school opened in mid-November 2005 less than three months after the devastating floods hit the parish becoming the first school to open in the flood zone. The school was disbanded after spring 2006. The school was operated by St.
14,The Collegian (University of Richmond), The Collegian is the student newspaper of the University of Richmond. Founded in 1914 the publication is staffed by members of the Richmond journalism undergraduate program and is available in print format as well as online. There is also a digital archive of the newspaper's content from 1914 to 2003 published online by the university using the Greenstone open source content system.
13,New Movietone Follies of 1930, New Movietone Follies of 1930 is a 1930 American musical film released by Fox Film Corporation directed by Benjamin Stoloff. The film stars El Brendel and Marjorie White who also costarred in Fox's Just Imagine in 1930.The film is a follow-up to Fox Movietone Follies of 1929 and has sequences filmed in Multicolor. An archival 35mm print of the film is in the collection of the UCLA Film and Television Archive.
10,Anthene lucretilis, Anthene lucretilis the Irrorated Ciliate Blue is a butterfly in the Lycaenidae family. It is found in Sierra Leone Ivory Coast Ghana Togo Nigeria Cameroon Gabon the Republic of Congo Angola the Democratic Republic of Congo and Uganda.The larval hostplant is unknown but the larvae are known to be associated with the ant species Crematogaster buchneri race winkleri Crematogaster buchneri race alligatrix and Pheidole rotundata.
8,Hatchet Lake (Saskatchewan), Hatchet Lake is a remote lake in north-eastern Saskatchewan Canada. In 1963 the Hatchet Lake Lodge was constructed on Sandy Island one of the Island on Hatchet Lake. Hatchet Lake Lodge is a fly-in fishing lodge.The lake is served by the Hatchet Lake Airport and Hatchet Lake Water Aerodrome both operated by the Hatchet Lake Lodge.
10,Megalibgwilia, Megalibgwilia is a genus of echidna known only from Australian fossils that incorporates the oldest known echidna species. It lived during the Pleistocene becoming extinct about 50000 years ago.Megalibgwilia was first described from a broken left humerus by Richard Owen when he identified M. ramsayi in 1884. Complete skulls and postcranial fossils have since been described. A second species M. robusta was described in 1896 by Australian paleontologist William Sutherland Dun.
13,The Knife That Killed Me (film), The Knife That Killed Me is an upcoming teenage drama film about a teenage boy who becomes involved in knife crime. It was filmed in York North Yorkshire in a purpose-built green screen stage at Green Screen Studios (at the former ARTTS International film school) at Bubwith entirely on green screens.Production began in mid-February 2012 and filming began in mid-April.
12,Back (album), Back is the name of a studio album by country music singer Lynn Anderson released in 1983.This album was Anderson's first in three years. She had since been in brief retirement to start a family with her second husband (now ex-husband) Harold Spook Stream and raise her other children. Thus Anderson left her old record company (Columbia) in 1980. In 1983 Anderson decided to record again and release a comeback album as the title Back implied.
7,Graystone Lodge, The Graystone Lodge also known as Hoskins-Guidice House is a historic structure located at Bel Air Harford County Maryland United States. It is a two story stone building built about 1781 with a mid-19th century frame addition.
6,USS Stribling (DD-96), USS Stribling (DD-96) was a Wickes-class destroyer in the United States Navy during World War I and the years following. She was the first ship named in honor of Cornelius Stribling.Stribling was laid down at Quincy Massachusetts on 14 December 1917 by the Fore River Shipbuilding Company launched on 29 May 1918 sponsored by Miss Mary Calvert Stribling and commissioned at the Boston Navy Yard on 16 August 1918 Lieutenant Commander Thomas E. Van Metre in command.
5,Sarath Ekanayake, Sarath Ekanayake is the 7th and current Chief Minister of the Central Province of Sri Lanka. He previously served as the 2nd and 4th Chief Minister of Central Province between in April and June 1999 and again between November 2000 and April 2002 and has been the Chief Minister since 2004 in the current tenure. He belongs to the Sri Lanka Freedom Party and is part of the United People's Freedom Alliance. He is also the president of the Sri Lanka Basketball Federation.
12,Nina Hagen Band (album), Nina Hagen Band is the first album of the Nina Hagen Band from 1978.
13,Love's Abiding Joy, Love's Abiding Joy is a 2006 Christian Drama made for TV movie based on a series of books by Janette Oke. It was directed by Michael Landon Jr. and stars Erin Cottrell and Logan Bartholomew.
